# STAR POSITIONS		MASSES
21.9862  13.4263  -26.5334  6.75335
18.8194  20.13  -27.2348  56.414
26.1884  29.629  -0.551928  60.8645
0.693767  7.76188  -17.7062  47.1743
12.5984  21.985  -29.1015  22.5808
1.85841  11.6235  -15.2018  6.91641
-2.61582  -11.0169  -5.82617  145.486
-23.5621  -21.0285  22.8775  24.8881
-6.25692  7.48537  -5.89803  11.9582
3.65951  8.79301  17.4834  46.6545
7.04095  29.3069  24.2088  58.0043
29.3387  13.8056  -28.6638  36.5997
-8.7796  2.91204  18.5794  128.379
-19.7043  15.3064  24.073  15.7384
-27.8608  -8.62956  1.89025  42.8326
22.9311  4.38118  19.5829  128.335
-2.23846  4.06963  12.6992  31.8132
9.38346  12.7157  -1.59296  82.068
-29.6777  -5.54338  16.1944  86.179
17.7157  19.5182  28.3374  85.3586
-27.2926  11.7252  -3.23922  82.3032
16.4174  27.1954  27.9202  14.8701
-4.31086  -24.9893  -3.40132  41.3692
-24.6313  -28.7338  -13.3084  50.4972
0.788777  -23.1376  9.49486  42.0642
-25.108  18.4059  -5.05583  87.8348
-6.93219  19.9562  -10.5326  112.054
4.58569  -1.70109  -12.8362  93.0353
-5.04281  -28.1258  -16.3185  71.6633
1.72701  26.7755  18.4859  57.8117
-1.2897  -28.0251  -28.0958  123.667
16.3505  13.6293  -11.1755  55.086
-10.4146  27.0498  -20.8249  5.17806
24.6036  -23.4147  -16.6151  110.199
-10.015  8.17448  4.75465  125.975
-5.61622  8.15824  -24.6094  147.039
18.3414  -16.0797  -16.3173  104.967
26.9134  21.7702  -17.8692  79.372
-2.53494  0.47108  -22.5114  125.448
18.955  -10.9038  -3.6413  25.7012
8.27889  -17.6912  16.0155  60.811
16.3667  9.13558  -22.4903  39.6956
21.3479  -6.12963  15.0695  103.93
-11.5902  -25.4812  21.397  62.86
17.384  29.008  9.13039  139.097
-20.0327  21.1177  2.78551  7.05411
-23.9911  18.6482  -10.8128  103.322
7.26701  -7.47827  13.2797  101.799
7.72091  15.901  -28.9116  96.2004
28.8911  -4.75819  6.78669  60.4471
6.35069  3.00695  -16.4567  38.279
17.4737  -10.0108  -2.63567  107.957
27.7715  12.3997  -19.8824  43.5673
7.51543  29.5608  -9.17689  102.524
6.19554  15.7445  -28.084  84.1404
-19.4101  15.2998  28.5506  41.2329
-5.56391  19.9382  -1.61397  54.8143
-20.0999  -21.3318  4.9067  26.5249
-29.9294  3.25347  6.77507  4.28678
23.8323  18.8401  -14.8207  60.4613
2.91015  -11.0979  -29.9654  34.6755
20.7595  1.00553  -15.3162  148.285
-12.7874  24.0085  -9.92441  12.5064
-22.1162  11.5315  26.6251  7.31651
18.2898  -4.92601  -11.2794  102.157
-24.5184  19.326  25.5279  112.825
11.3848  6.6647  2.92449  28.1472
-4.68553  -14.7048  3.39676  139.311
19.8549  -6.98661  23.6706  134.098
-18.0024  -11.9018  24.4149  19.1984
7.13981  7.8499  -29.9591  93.4572
16.8382  10.1573  -20.807  74.2861
12.6729  -12.322  -19.6026  130.435
-13.9786  -13.3474  -23.154  7.37063
-3.48652  -16.6338  12.8201  16.9889
10.2139  -15.7343  10.1951  53.28
-26.8389  28.2403  -8.79096  47.7082
-2.07963  -11.1119  -1.14732  146.816
17.9113  5.32618  -17.5526  84.7769
-29.5156  28.2307  2.34061  63.1985
18.7926  -25.0096  13.9209  2.3099
24.6256  -0.200943  11.9784  86.0011
-21.6908  19.0389  -25.4814  6.22692
27.8378  -19.212  19.6581  7.14419
-12.9319  -27.7204  16.3036  99.6188
-8.28735  -22.0139  -28.6488  57.5984
-27.9277  1.35182  8.21967  5.63425
-16.6237  14.7132  21.0198  111.575
26.5783  8.80591  4.37888  26.2529
-29.9054  -19.7693  28.1465  23.9599
-25.0133  -21.4131  7.046  26.1305
-3.46633  0.191992  -3.25448  73.9286
21.4036  27.6298  -10.6296  91.6394
-12.5412  19.2981  -7.22273  132
-25.1403  -18.0826  -18.3603  142.363
-20.8891  -13.509  -3.93921  129.583
