# (1) N  STAR POSITIONS		STAR VELOCITIES 		MASSES
0  21.6652  17.5621  0  1.02329e-11  4.96154e-13  0  0.89737
1  20.7474  35.141  0  1.05193e-11  4.598e-13  0  4.05306
2  29.0047  30.2701  0  1.00266e-11  2.44066e-13  0  4.33587
3  27.7491  30.8294  0  1.02141e-11  3.7504e-13  0  3.46593
4  32.3634  39.6111  0  1.03703e-11  2.9685e-13  0  1.90313
5  10.1068  24.3167  0  1.04658e-11  3.37475e-15  0  0.907732
6  28.0682  39.0666  0  1.01703e-11  1.52156e-13  0  9.71318
7  16.8595  40.6305  0  1.00903e-11  2.24251e-13  0  2.04974
8  36.037  39.3265  0  1.04602e-11  4.76683e-13  0  1.22811
9  21.7264  15.2462  0  1.01774e-11  1.56772e-13  0  3.43289
10  48.3965  26.778  0  1.01371e-11  1.55065e-13  0  4.15412
11  42.3277  12.5497  0  1.04738e-11  1.57786e-13  0  2.79396
12  19.1729  23.613  0  1.02093e-11  2.67655e-13  0  8.62608
13  41.1694  58.8789  0  1.03954e-11  1.31158e-13  0  1.46833
14  30.304  33.1083  0  1.03058e-11  1.05056e-13  0  3.19003
15  40.0741  12.6498  0  1.03971e-11  1.03177e-13  0  8.6233
16  31.2789  29.521  0  1.02375e-11  3.39419e-13  0  2.4898
17  13.2792  44.7713  0  1.00365e-11  4.2055e-13  0  5.68325
18  48.9351  14.6862  0  1.00203e-11  2.07938e-13  0  5.94448
19  30.8936  31.3332  0  1.05024e-11  2.34203e-13  0  5.89235
20  33.8373  31.6457  0  1.02588e-11  2.49156e-13  0  5.6982
21  29.0608  27.6763  0  1.02537e-11  3.96512e-13  0  1.41315
22  28.1406  29.9474  0  1.00349e-11  3.09823e-13  0  3.09704
23  29.7992  36.3738  0  1.04785e-11  2.11674e-13  0  3.67708
24  28.3494  34.8514  0  1.05094e-11  4.88272e-13  0  3.1412
25  18.2631  36.3006  0  1.04026e-11  1.03727e-13  0  6.0497
26  27.5228  29.6487  0  1.01824e-11  4.84238e-13  0  7.58871
27  20.8291  27.2571  0  1.03443e-11  1.79444e-13  0  6.38017
28  36.7654  32.8885  0  1.04567e-11  5.22984e-13  0  5.02208
29  10.6047  37.5266  0  1.04695e-11  1.16388e-13  0  4.14188
30  28.4007  27.6047  0  1.00754e-11  9.77264e-14  0  8.32664
31  46.6509  43.9324  0  1.02606e-11  4.10032e-13  0  3.96868
32  30.3526  38.2283  0  1.01434e-11  4.26236e-13  0  0.797268
33  40.3152  20.2648  0  1.05249e-11  2.72362e-13  0  7.47082
34  25.4357  31.6785  0  1.02401e-11  3.08658e-13  0  8.47332
35  39.8953  31.4798  0  1.0514e-11  2.85829e-13  0  9.81185
36  49.4519  32.4561  0  1.02797e-11  4.72651e-13  0  7.1384
37  32.6287  29.321  0  1.00894e-11  5.00251e-13  0  5.51193
38  14.3445  24.5395  0  1.05074e-11  3.35257e-13  0  8.43987
39  38.7404  29.4861  0  1.01392e-11  4.36715e-13  0  2.10142
40  47.2494  27.1207  0  1.0177e-11  1.909e-13  0  4.33247
41  29.6124  31.4762  0  1.00397e-11  4.07335e-13  0  2.99069
42  42.2694  28.4148  0  1.01709e-11  3.95413e-13  0  7.07245
43  28.8983  33.4885  0  1.03123e-11  1.15599e-13  0  4.46268
44  42.4121  32.2704  0  1.03227e-11  3.92957e-13  0  9.30719
45  32.1935  30.6211  0  1.00286e-11  1.07512e-13  0  0.916482
46  27.1185  25.9925  0  1.02853e-11  4.86695e-13  0  7.03383
47  10.6099  41.6665  0  1.0108e-11  1.14111e-13  0  6.93703
48  32.0379  39.9575  0  1.02917e-11  5.20358e-14  0  6.5813
49  28.104  31.5583  0  1.01065e-11  3.01633e-13  0  4.30935
50  45.8243  19.4184  0  1.00535e-11  6.32653e-14  0  2.90067
51  8.42877  47.0654  0  1.00286e-11  3.71567e-13  0  7.32836
52  49.0943  20.3505  0  1.00096e-11  3.1711e-15  0  3.23672
53  11.4812  51.274  0  1.02434e-11  3.51519e-13  0  6.98314
