# STAR POSITIONS		MASSES
1.03551  -1.1534  0.775732  6.75335
0.39917  -0.944213  0.927711  56.414
2.12706  -0.897168  14.5419  60.8645
-5.92196  -0.430995  1.59039  47.1743
-0.0760689  -0.296068  0.329237  22.5808
-6.6924  -1.31912  2.86677  6.91641
-10.8232  3.04124  -4.43867  145.486
14.731  11.7711  -18.5323  24.8881
-9.25315  7.11085  3.00687  11.9582
-21.0525  -8.48741  6.95869  46.6545
-4.288  -3.89436  26.4782  58.0043
0.591739  -0.0410455  0.307454  36.5997
-14.6573  19.2248  2.35775  128.379
10.9973  20.4877  13.7944  15.7384
14.8896  3.39243  -4.58665  42.8326
18.1071  -16.542  3.62052  128.335
-20.5737  4.91303  2.89616  31.8132
-7.13768  -10.7028  6.02027  82.068
22.6865  0.766077  -4.26788  86.179
6.21486  -21.2614  18.9774  85.3586
11.8244  3.44527  5.22958  82.3032
1.80816  -12.092  26.2527  14.8701
-6.62147  3.21024  -11.078  41.3692
2.02982  1.27885  -7.99354  50.4972
-12.527  -1.03709  -15.2302  42.0642
8.58449  4.82769  7.65198  87.8348
-5.43539  4.8246  6.47492  112.054
-7.59902  -3.95818  -0.486621  93.0353
-2.0558  1.19924  -6.4134  71.6633
-10.7555  -1.96665  21.6373  57.8117
-0.336643  0.0457446  -0.889433  123.667
1.18184  -8.30113  4.27609  55.086
-0.916438  1.75951  4.13642  5.17806
3.53345  -2.2405  -5.22337  110.199
-8.33717  14.4928  4.73502  125.975
-2.15794  1.43902  0.732967  147.039
1.97995  -5.42566  -3.66691  104.967
3.95712  -1.32556  4.40152  79.372
-3.61272  0.982208  0.0587957  125.448
4.94105  -11.2399  -4.79018  25.7012
-12.0249  -14.1659  -13.5678  60.811
0.510134  -3.53995  1.14342  39.6956
13.6075  -17.3623  -4.60432  103.93
-4.74093  12.7079  -21.8276  62.86
1.23282  -4.83505  18.9182  139.097
5.85621  10.0634  11.5392  7.05411
6.07562  4.42282  5.96347  103.322
-15.1757  -14.4527  -5.39429  101.799
-0.318668  -0.333764  0.288439  96.2004
18.0382  -2.10405  -2.9173  60.4471
-5.30173  -4.1577  0.678736  38.279
3.30393  -12.4676  -4.56563  107.957
4.48159  -1.06526  2.09093  43.5673
-1.25312  -1.25717  10.2591  102.524
-0.649759  -0.492716  0.502763  84.1404
11.2207  22.5439  14.9302  41.2329
-8.85517  5.83524  9.4328  54.8143
6.24687  10.5631  -12.4104  26.5249
18.2786  0.135171  1.99411  4.28678
4.71664  -3.55504  4.76631  60.4613
-0.0153467  -0.00482729  -0.00640585  34.6755
4.16215  -6.0431  0.246082  148.285
-1.38214  5.85805  8.03307  12.5064
17.7243  19.2097  10.8829  7.31651
3.11841  -8.69071  -1.53696  102.157
17.8318  11.5313  17.8856  112.825
-5.93246  -14.9143  3.6572  28.1472
-12.8376  6.85846  -8.18488  139.311
12.7038  -22.7967  -6.2496  134.098
7.72353  23.7505  -10.7939  19.1984
-0.0144622  -0.0134104  0.00534707  93.4572
0.827423  -4.24512  1.55626  74.2861
-1.1437  -4.59989  -2.13528  130.435
-0.327258  3.04801  -1.52293  7.37063
-16.6432  6.3618  -11.8711  16.9889
-8.22176  -15.0069  -10.5407  53.28
3.38421  1.16306  9.9825  47.7082
-13.0837  2.89527  -5.34348  146.816
1.83848  -5.84238  1.10495  84.7769
5.46401  0.277426  15.2166  63.1985
4.69124  -11.1844  -18.3074  2.3099
17.7514  -11.1989  -0.140588  86.0011
1.12569  1.33468  1.4338  6.22692
18.583  -4.28114  -15.9005  7.14419
-1.90222  8.64554  -21.3925  99.6188
-0.29671  0.350166  -0.495738  57.5984
18.6427  4.11037  0.8611  5.63425
3.76193  21.9106  12.5111  111.575
15.3886  -5.76277  5.04562  26.2529
21.8668  0.216548  -19.1586  23.9599
11.2441  6.47093  -13.2211  26.1305
-12.5011  4.74822  0.0855822  73.9286
2.34479  -2.95612  8.92002  91.6394
-2.22044  8.43214  7.32596  132
4.05534  2.26257  -3.50793  142.363
6.72885  9.49132  -5.86759  129.583
-4.4071  10.6302  9.35624  56.5001
-0.606821  1.69293  1.14123  145.043
-15.682  12.1986  -12.9861  127.087
-3.59753  9.15741  -1.69413  148.285
0.127903  4.09899  -18.7094  93.03
8.38229  8.27232  -4.06918  126.631
-4.05394  0.687398  -6.99894  98.1791
1.11441  0.15675  3.80148  29.6844
-3.98851  -11.4078  3.76288  103.356
-25.188  -8.51177  3.94239  66.1166
-1.68932  -17.741  -4.96172  46.7551
-6.9579  -10.6327  21.559  60.1028
2.81235  -5.87391  12.4198  83.5937
4.29194  2.85436  -3.5558  134.679
-1.21752  9.85219  7.48904  17.9553
8.52975  21.3644  0.419412  76.4973
3.79689  4.00562  17.9537  26.0654
-14.728  18.4819  -1.88525  22.0435
11.1921  6.88715  19.1477  34.1387
-2.77534  8.38633  -1.07591  10.412
-9.58797  -9.06714  13.4487  87.8095
-16.5488  -22.3543  7.91884  82.6164
8.90749  -4.51442  -6.79932  61.8894
-0.368686  -0.349694  -1.12381  111.604
16.6347  -10.7923  19.052  46.1696
18.8765  -11.6016  10.8835  45.81
-0.0262304  -4.60714  -0.461013  47.0324
-3.63609  -19.199  -11.0069  61.0237
1.52964  19.6116  -0.160068  111.835
-9.34795  -2.0623  21.9415  98.2672
0.39002  2.25433  1.21417  24.9301
9.85962  -13.3084  6.22975  6.68851
-17.2461  -19.7183  10.2809  122.224
8.46653  4.82417  -22.2902  99.9659
4.8762  2.63729  -0.438515  56.3555
1.37536  6.61429  -5.3666  94.6563
9.24648  10.0294  12.1804  144.335
