# (1) N  STAR POSITIONS		STAR VELOCITIES 		MASSES
0  4.25945  10.3874  0  -0.00024576  0.000265261  0  0.89737
1  6.68626  13.9142  0  -0.000340396  0.000122035  0  4.05306
2  5.00775  14.5341  0  0.000336717  0.000131847  0  4.33587
3  7.30557  11.02  0  0.000217081  0.000289202  0  3.46593
4  6.37631  12.6949  0  -0.000317976  0.000172201  0  1.90313
5  8.47578  13.0955  0  -0.000146321  0.000330684  0  0.907732
6  4.87033  12.7106  0  0.000192547  0.000306084  0  9.71318
7  5.38642  13.7712  0  0.000341687  0.000118371  0  2.04974
8  5.97419  11.2231  0  -0.000361411  1.20076e-05  0  1.22811
9  8.50067  12.6655  0  -9.29945e-05  0.000349448  0  3.43289
10  2.74377  15.3134  0  0.000257911  0.000253463  0  4.15412
11  7.55431  8.92551  0  0.000322714  0.000163148  0  2.79396
12  3.60082  13.0535  0  0.000145389  0.000331095  0  8.62608
13  5.24789  11.3866  0  -0.000228556  0.000280221  0  1.46833
14  5.69604  11.9727  0  -3.23816e-05  0.000360157  0  3.19003
15  7.01401  9.79697  0  0.000328484  0.000151195  0  8.6233
16  6.24127  11.7256  0  0.000271551  0.000238792  0  2.4898
17  6.94319  12.598  0  -0.000193631  0.0003054  0  5.68325
18  6.43425  11.1722  0  0.00032022  0.000167992  0  5.94448
19  5.83811  12.879  0  0.000355628  6.54999e-05  0  5.89235
20  6.05187  11.9802  0  0.000128963  0.000337832  0  5.6982
21  9.07595  11.5454  0  5.2868e-05  0.000357724  0  1.41315
22  8.27778  11.0718  0  0.000136466  0.000334871  0  3.09704
23  6.88918  11.3916  0  0.000204207  0.000298431  0  3.67708
24  7.69253  11.6967  0  6.37768e-05  0.000355941  0  3.1412
25  8.11253  11.5356  0  7.76327e-05  0.000353178  0  6.0497
26  3.63534  10.5212  0  -0.000191734  0.000306594  0  7.58871
27  6.22008  13.9584  0  -0.000359348  4.03838e-05  0  6.38017
28  5.76307  12.0498  0  7.44195e-05  0.000353869  0  5.02208
29  4.54851  10.8935  0  -0.00021923  0.000287576  0  4.14188
30  3.2298  11.112  0  -0.000110382  0.000344351  0  8.32664
31  6.273  12.3477  0  -0.000284411  0.000223321  0  3.96868
32  4.99471  11.3046  0  -0.000205708  0.000297398  0  0.797268
33  6.41483  15.8815  0  -0.000359562  3.84281e-05  0  7.47082
34  7.13766  11.4611  0  0.00015481  0.000326796  0  8.47332
35  6.03352  11.978  0  0.000198396  0.000302326  0  9.81185
36  6.05636  11.9786  0  0.000128477  0.000338017  0  7.1384
