# x		y		pair notation
105358251	1398494365	(105358251,1398494365)	
959629200	28406321	(959629200,28406321)	
67180401	142366602	(67180401,142366602)	
1326730336	1975080642	(1326730336,1975080642)	
1461945551	2145875246	(1461945551,2145875246)	
615546509	1181944031	(615546509,1181944031)	
1223486826	1736421546	(1223486826,1736421546)	
1693486006	255443223	(1693486006,255443223)	
1478814256	1159473903	(1478814256,1159473903)	
196494289	885079011	(196494289,885079011)	
1575166205	1802901648	(1575166205,1802901648)	
1050065879	798881767	(1050065879,798881767)	
906148748	1057523876	(906148748,1057523876)	
880989355	1418034633	(880989355,1418034633)	
652871241	954940550	(652871241,954940550)	
904972337	758229492	(904972337,758229492)	
205951267	1864601538	(205951267,1864601538)	
786635813	273131668	(786635813,273131668)	
2006968140	2113366149	(2006968140,2113366149)	
100728662	1321430044	(100728662,1321430044)	
2111757748	716275172	(2111757748,716275172)	
355890427	1187760926	(355890427,1187760926)	
305213070	2049376433	(305213070,2049376433)	
1443204149	1784027326	(1443204149,1784027326)	
1061366688	1639698439	(1061366688,1639698439)	
521622690	489049245	(521622690,489049245)	
1295116439	1571688569	(1295116439,1571688569)	
1287931013	53781539	(1287931013,53781539)	
481728797	21436720	(481728797,21436720)	
1471816173	1134600038	(1471816173,1134600038)	
976377270	229304862	(976377270,229304862)	
1892829530	1182328537	(1892829530,1182328537)	
2093906400	531981695	(2093906400,531981695)	
1455460205	1953390893	(1455460205,1953390893)	
497864197	1556188868	(497864197,1556188868)	
1127337289	462138297	(1127337289,462138297)	
124980392	1483227716	(124980392,1483227716)	
1649899223	430193462	(1649899223,430193462)	
1385120501	945619725	(1385120501,945619725)	
66737141	299003541	(66737141,299003541)	
437834516	588359831	(437834516,588359831)	
788052787	1732950955	(788052787,1732950955)	
12564752	2075983800	(12564752,2075983800)	
1786732495	494293549	(1786732495,494293549)	
2097420520	1111065020	(2097420520,1111065020)	
1628893588	926314142	(1628893588,926314142)	
1340369882	1374239470	(1340369882,1374239470)	
2108642679	1286792635	(2108642679,1286792635)	
1906221166	1416619236	(1906221166,1416619236)	
1092699880	256601715	(1092699880,256601715)	
825324456	72553521	(825324456,72553521)	
718740012	950304848	(718740012,950304848)	
1555781237	221155587	(1555781237,221155587)	
1380498311	793418090	(1380498311,793418090)	
1166775312	1447235452	(1166775312,1447235452)	
1092421631	1604609828	(1092421631,1604609828)	
2035595283	1880474418	(2035595283,1880474418)	
1190077136	2048160035	(1190077136,2048160035)	
1808974570	829325983	(1808974570,829325983)	
394969936	1758911442	(394969936,1758911442)	
1940391003	2023863524	(1940391003,2023863524)	
537741936	1133277237	(537741936,1133277237)	
1250619347	498900967	(1250619347,498900967)	
272586224	1009356865	(272586224,1009356865)	
1915520204	1365286104	(1915520204,1365286104)	
1265958580	593361012	(1265958580,593361012)	
1437839625	1984698592	(1437839625,1984698592)	
1543665861	846137214	(1543665861,846137214)	
58370531	776680524	(58370531,776680524)	
1639555304	1225145844	(1639555304,1225145844)	
76432328	584493288	(76432328,584493288)	
682272024	2112027611	(682272024,2112027611)	
317484058	1872349160	(317484058,1872349160)	
2012703998	2126458629	(2012703998,2126458629)	
554191495	260190286	(554191495,260190286)	
1737886423	347098850	(1737886423,347098850)	
136570163	128144712	(136570163,128144712)	
1480376088	1387189510	(1480376088,1387189510)	
627045679	1752962312	(627045679,1752962312)	
249062727	395082235	(249062727,395082235)	
970764769	1515021307	(970764769,1515021307)	
988443248	261120746	(988443248,261120746)	
1352236251	384625461	(1352236251,384625461)	
1107257961	1410606782	(1107257961,1410606782)	
1161305985	599329617	(1161305985,599329617)	
488268978	1237738313	(488268978,1237738313)	
1183822905	1170541003	(1183822905,1170541003)	
1202282276	1501306964	(1202282276,1501306964)	
895406515	1067502626	(895406515,1067502626)	
1480281945	1449598011	(1480281945,1449598011)	
1327692912	1070684720	(1327692912,1070684720)	
1796696861	1464263075	(1796696861,1464263075)	
1198829432	1129589301	(1198829432,1129589301)	
703968937	1825875112	(703968937,1825875112)	
735067966	953031664	(735067966,953031664)	
73473699	1705832735	(73473699,1705832735)	
320569323	1061916947	(320569323,1061916947)	
1966953481	1672805574	(1966953481,1672805574)	
1446542408	926727794	(1446542408,926727794)	
935928709	460364745	(935928709,460364745)	
1526057412	1424197687	(1526057412,1424197687)	
1698103058	562396669	(1698103058,562396669)	
447255042	752901686	(447255042,752901686)	
2063703633	1342661558	(2063703633,1342661558)	
1820404312	1396501930	(1820404312,1396501930)	
644775921	1000613577	(644775921,1000613577)	
319703003	293989134	(319703003,293989134)	
317393004	1518532435	(317393004,1518532435)	
1423578436	1021361942	(1423578436,1021361942)	
1196923899	11162754	(1196923899,11162754)	
1974393606	1270397599	(1974393606,1270397599)	
1716995489	147479282	(1716995489,147479282)	
184830898	1536465322	(184830898,1536465322)	
1820284856	1631373307	(1820284856,1631373307)	
315709469	608729917	(315709469,608729917)	
2091738052	1841766881	(2091738052,1841766881)	
2032927605	1642357463	(2032927605,1642357463)	
256679902	332698999	(256679902,332698999)	
247775501	172899888	(247775501,172899888)	
1675360557	2068179814	(1675360557,2068179814)	
1569401818	172652830	(1569401818,172652830)	
921309743	1889104821	(921309743,1889104821)	
466641965	1238702747	(466641965,1238702747)	
1260153609	1890220401	(1260153609,1890220401)	
112581041	309593860	(112581041,309593860)	
1901383155	2086974648	(1901383155,2086974648)	
