# x y z
0.395615 0.37014 0.00868596
0.0312661 -0.979196 -0.101415
0.258398 -0.207419 0.337504
-0.757301 -0.55955 -0.15367
-0.232883 -0.935545 -0.103533
-0.50566 -0.164404 -0.668667
0.423233 -0.497508 -0.103793
0.541153 0.533274 0.0210599
-0.225414 -0.577685 -0.587418
-0.378333 0.106843 0.813904
0.304159 -0.567592 -0.195431
-0.358769 0.550728 -0.176359
-0.479524 0.0724645 -0.697276
-0.495021 -0.488923 -0.427984
-0.174459 -0.557744 0.211639


-0.595829 -0.868813 -0.0161578
-0.579604 0.723278 0.460556
0.847302 -0.69497 -0.905761
-0.437099 -0.898674 0.682064
-0.853869 -0.53574 -0.100651
0.397964 0.335946 -0.982754
0.982548 0.0819126 0.919147
0.495676 -0.821967 -0.672556
-0.73959 0.916655 -0.683645
-0.072148 -0.880515 -0.542672
0.782707 0.783853 0.620296
0.462218 0.57013 0.970759
-0.745887 -0.537872 0.419161
0.959241 -0.103478 0.393651
-0.341845 0.743073 0.72582
